% wind   daily average wind speeds for 1961-1978 at 12 synoptic meteorological 
%        stations in the Republic of Ireland (Haslett and raftery 1989).
% 
% These data were analyzed in detail in the following article:
%    Haslett, J. and Raftery, A. E. (1989). Space-time Modelling with
%    Long-memory Dependence: Assessing Ireland's Wind Power Resource
%    (with Discussion). Applied Statistics 38, 1-50.
% 
% Each line corresponds to one day of data in the following format:
% year, month, day, average wind speed at each of the stations in the order given
% in Fig.4 of Haslett and Raftery : 
%  RPT, VAL, ROS, KIL, SHA, BIR, DUB, CLA, MUL, CLO, BEL, MAL
% 
% Fortan format : ( i2, 2i3, 12f6.2) 
% 
% The data are in knots, not in m/s.
% 
% Permission granted for unlimited distribution.
% 
% Please report all anomalies to fraley@stat.washington.edu
% 
% Be aware that the dataset is 532494 bytes long (thats over half a
% Megabyte).  Please be sure you want the data before you request it.
%
%
% Information about the dataset
% CLASSTYPE: numeric
% CLASSINDEX: none specific
%

@relation wind

@attribute year INTEGER
@attribute month INTEGER
@attribute day INTEGER
@attribute RPT REAL
@attribute VAL REAL
@attribute ROS REAL
@attribute KIL REAL
@attribute SHA REAL
@attribute BIR REAL
@attribute DUB REAL
@attribute CLA REAL
@attribute MUL REAL
@attribute CLO REAL
@attribute BEL REAL
@attribute MAL REAL

@data
61,8,24,7.67,6.87,9.67,5.46,7.46,4.25,5.66,4.50,3.96,7.46,5.75,8.29
61,8,25,14.33,13.59,17.83,8.21,12.17,9.67,10.92,14.00,9.59,15.21,19.55,16.17
61,8,26,12.38,13.88,14.09,6.71,15.50,10.29,9.79,14.50,10.13,15.50,21.96,20.04
61,8,27,11.25,13.59,13.21,6.08,13.29,10.13,12.12,16.83,9.71,15.96,23.38,20.62
61,8,28,13.37,22.00,12.75,12.42,17.62,13.08,9.08,14.58,13.50,12.92,20.75,16.79
61,8,29,14.46,16.04,12.75,9.17,19.21,12.12,14.12,16.54,12.00,16.13,24.71,22.54
61,8,30,3.63,4.67,4.88,2.37,5.63,3.17,4.58,7.58,4.58,6.96,14.33,10.34
61,8,31,4.83,7.04,2.46,3.25,8.50,4.83,2.92,6.42,4.29,6.54,17.16,8.00
61,9,1,5.58,1.13,4.96,3.04,4.25,2.25,4.63,2.71,3.67,6.00,4.79,5.41
61,9,2,7.25,3.58,2.42,3.50,6.96,3.13,3.83,6.58,3.92,5.96,7.12,6.96
61,9,3,11.63,7.29,7.00,5.75,5.58,5.37,5.88,5.88,5.25,7.96,6.79,7.12
61,9,4,6.79,3.04,4.79,3.17,4.75,2.17,1.25,2.21,2.96,1.75,5.41,3.37
61,9,5,12.67,10.00,6.38,5.83,10.41,5.83,9.38,8.54,9.04,9.96,13.62,15.04
61,9,6,17.62,12.54,11.58,10.17,14.54,9.13,14.09,10.79,12.71,11.71,15.83,20.25
61,9,7,9.21,3.92,7.58,5.83,7.54,5.96,7.87,4.88,7.04,7.41,5.66,10.83
61,9,8,5.75,9.71,3.63,2.75,7.67,2.67,3.17,4.42,2.50,4.21,8.25,5.79
61,9,9,16.75,13.59,14.88,10.50,11.42,9.83,6.92,9.50,9.71,10.96,13.92,15.00
61,9,10,5.00,8.79,8.46,4.17,8.29,4.21,4.83,6.38,4.88,6.96,12.21,6.96
61,9,11,9.87,8.42,7.29,5.46,12.12,7.92,8.63,8.75,8.75,9.67,13.92,14.67
61,9,12,20.75,18.66,16.66,10.75,15.75,10.96,11.08,14.50,10.34,12.92,23.91,16.71
61,9,13,16.71,13.96,15.21,9.67,14.62,10.25,11.75,13.42,9.71,13.00,21.37,15.71
61,9,14,18.00,16.88,15.54,9.71,15.21,11.12,12.75,13.79,12.21,13.54,23.91,18.25
61,9,15,20.71,13.96,20.00,12.46,13.70,11.08,13.00,12.92,11.58,14.83,18.63,17.71
61,9,16,28.75,22.08,26.50,21.09,28.50,20.67,20.79,21.37,21.34,25.21,23.45,33.09
61,9,17,5.33,7.12,8.12,3.96,8.29,5.58,7.87,7.17,5.88,10.71,13.96,16.75
61,9,18,9.75,4.21,9.50,2.71,5.79,4.46,4.17,4.79,4.33,6.21,7.21,9.21
61,9,19,8.50,8.25,12.17,7.17,11.54,7.54,8.17,7.96,7.33,10.71,9.08,11.04
61,9,20,7.08,2.92,5.33,2.62,3.88,1.63,4.79,1.46,2.83,2.83,4.54,5.25
61,9,21,6.92,7.75,7.79,4.12,7.75,4.25,6.46,7.50,4.38,6.63,13.17,7.12
61,9,22,9.00,13.62,6.46,5.41,12.92,7.75,4.12,11.63,6.08,7.67,20.96,14.62
61,9,23,10.25,7.29,8.17,5.83,8.12,6.46,6.08,7.33,6.08,7.50,10.46,12.04
61,9,24,8.00,6.04,8.04,3.96,7.50,3.21,5.91,5.41,4.21,6.04,11.71,9.42
61,9,25,10.34,12.92,8.87,5.79,11.58,8.00,8.92,12.50,8.04,13.00,20.17,16.21
61,9,26,18.46,13.13,15.87,10.17,13.46,10.37,12.46,11.38,10.04,13.50,17.75,15.83
61,9,27,11.34,6.96,9.38,6.00,11.25,6.34,8.08,6.25,7.00,10.13,14.29,14.29
61,9,28,15.59,8.67,14.71,7.87,11.29,7.75,9.13,6.21,8.71,9.50,7.79,10.13
61,9,29,19.12,13.62,17.16,9.59,14.67,9.13,9.21,12.38,9.25,14.00,20.30,15.71
61,9,30,23.21,21.62,17.58,11.17,20.75,12.00,10.96,15.34,12.08,17.46,21.37,17.16
61,10,1,14.25,12.87,7.87,8.00,13.00,7.75,5.83,9.00,7.08,5.29,11.79,4.04
61,10,2,14.09,8.67,13.54,8.54,9.62,9.42,8.71,9.00,10.58,12.12,7.58,19.62
61,10,3,4.29,4.00,4.96,2.13,3.75,1.79,4.04,2.75,2.42,3.88,4.96,4.83
61,10,4,3.13,4.42,6.13,1.46,3.79,1.04,3.50,1.87,1.42,2.42,4.92,6.50
61,10,5,9.75,3.63,8.71,2.83,5.91,3.04,5.63,3.96,4.00,6.17,4.79,8.33
61,10,6,16.04,16.96,17.83,9.79,9.75,9.71,12.96,9.50,8.67,11.96,9.96,14.42
61,10,7,16.08,11.75,9.71,5.46,11.38,5.41,6.87,6.96,3.25,4.88,11.63,9.92
61,10,8,15.37,11.87,10.29,6.63,13.59,8.46,10.17,9.50,9.21,12.21,17.83,16.25
61,10,9,17.12,12.71,20.96,9.38,10.58,8.25,9.04,9.17,7.46,10.21,8.54,12.83
61,10,10,14.46,13.25,11.46,9.42,13.17,11.04,11.75,12.38,11.12,15.21,20.46,19.41
61,10,11,11.96,10.13,10.13,7.79,13.54,9.13,12.71,8.79,10.00,12.00,18.91,21.04
61,10,12,7.92,8.71,4.67,3.67,9.08,6.54,5.58,6.38,4.00,5.37,12.46,10.75
61,10,13,10.25,10.34,7.92,6.58,11.29,8.67,9.92,5.96,6.46,7.38,12.50,11.96
61,10,14,3.71,6.13,4.38,4.63,7.29,4.92,2.96,4.88,3.13,5.71,13.00,12.87
61,10,15,7.79,6.87,4.21,4.58,9.46,7.21,9.00,7.75,8.42,10.58,15.29,17.96
61,10,16,12.58,12.67,9.92,9.21,15.63,9.42,14.58,12.42,12.58,12.92,19.58,24.62
61,10,17,28.62,19.46,19.67,19.38,22.46,16.42,22.17,20.17,18.00,23.13,24.71,32.63
61,10,18,28.33,18.29,22.63,17.83,18.08,11.96,21.84,17.33,16.17,26.38,24.21,33.45
61,10,19,17.12,12.67,16.50,9.59,10.25,8.29,13.21,10.63,12.00,13.13,13.96,23.00
61,10,20,12.67,3.75,10.37,9.42,7.75,7.21,12.08,6.87,9.83,13.00,11.71,21.67
61,10,21,10.46,7.83,10.71,6.83,9.54,6.83,7.50,6.08,7.38,11.08,10.88,13.46
61,10,22,25.04,18.88,21.00,16.08,22.25,14.92,17.58,14.42,15.87,15.59,17.29,16.66
61,10,23,19.25,15.41,15.59,10.79,17.67,12.17,16.21,13.25,14.12,17.75,22.29,25.00
61,10,24,26.42,21.25,23.09,16.54,24.41,15.46,17.96,18.46,16.42,22.13,27.29,30.88
61,10,25,21.34,17.00,22.88,13.62,18.21,13.21,18.34,12.12,15.37,17.46,17.12,25.12
61,10,26,16.29,11.29,17.41,6.58,12.21,8.92,9.79,10.13,8.54,12.12,13.08,12.75
61,10,27,18.41,12.08,13.00,7.41,12.00,7.79,7.79,8.83,8.54,8.71,12.00,11.96
61,10,28,6.50,3.29,4.79,2.21,4.58,2.62,9.75,3.71,5.79,6.67,8.50,13.29
61,10,29,4.33,2.75,5.50,1.71,4.46,2.33,9.42,2.62,4.25,5.83,8.87,9.83
61,10,30,9.42,8.71,10.50,6.38,11.63,8.71,14.88,10.58,11.08,11.92,17.25,20.62
61,10,31,13.62,10.75,13.00,8.33,11.50,9.71,15.25,11.96,11.54,11.92,17.75,14.92
61,11,1,13.21,13.13,14.33,8.54,12.17,10.21,13.08,12.17,10.92,13.54,20.17,20.04
61,11,2,15.79,13.46,10.13,11.79,17.25,12.21,15.83,14.00,15.09,15.79,19.79,23.58
61,11,3,9.75,4.83,10.25,6.63,7.29,6.92,11.21,5.75,7.83,8.92,10.96,23.13
61,11,4,5.88,3.96,6.54,3.79,6.00,4.33,8.50,4.21,5.71,7.67,10.29,13.37
61,11,5,13.33,12.29,11.04,7.33,10.04,8.58,10.79,11.12,9.04,13.29,18.05,18.71
61,11,6,7.96,5.83,4.83,3.04,7.92,4.71,8.21,6.63,6.08,8.12,12.58,13.50
61,11,7,11.83,9.04,12.58,5.13,10.00,6.42,9.29,6.58,7.38,10.88,11.12,13.46
61,11,8,5.46,5.50,5.29,2.71,7.33,4.33,6.58,2.71,5.33,5.50,7.67,9.71
61,11,9,7.71,6.21,3.83,1.87,6.21,3.33,8.21,1.42,3.37,3.71,6.34,6.63
61,11,10,9.13,6.63,6.92,2.50,3.37,2.04,7.71,2.00,1.33,2.62,6.13,5.71
61,11,11,16.08,10.75,20.41,8.79,8.42,5.17,12.12,5.00,5.71,5.96,9.62,11.46
61,11,12,14.83,9.87,18.05,8.58,8.12,3.54,13.04,5.46,7.12,8.12,11.00,15.54
61,11,13,15.00,13.00,32.71,13.33,9.59,10.13,21.87,10.04,10.37,14.04,9.25,13.25
61,11,14,10.67,10.67,26.63,9.71,8.08,8.42,15.71,4.92,7.50,9.13,5.50,2.75
61,11,15,8.58,5.50,15.71,5.17,8.17,3.29,6.00,2.83,4.38,4.21,3.83,3.58
61,11,16,7.50,4.21,9.00,2.42,5.04,1.83,2.29,1.04,0.75,2.00,0.71,7.08
61,11,17,8.71,5.33,6.46,1.50,5.66,1.25,3.13,0.63,0.92,1.25,2.71,2.00
61,11,18,13.67,9.33,14.29,5.41,10.25,7.62,9.29,7.75,4.71,5.71,9.59,5.37
61,11,19,11.46,7.62,14.12,4.25,10.13,5.91,9.33,5.17,2.88,5.88,9.54,6.13
61,11,20,10.83,3.29,14.46,4.50,7.96,4.71,13.04,7.67,6.50,7.87,7.71,8.71
61,11,21,14.29,4.96,10.46,4.21,6.00,4.54,7.00,4.96,4.88,8.33,6.50,8.71
61,11,22,6.46,4.33,8.96,4.83,7.62,5.50,9.17,3.42,4.67,7.38,7.08,10.34
61,11,23,9.00,9.83,6.34,6.25,10.13,7.41,15.41,9.08,9.33,12.42,20.46,22.58
61,11,24,11.50,11.79,10.96,7.96,12.75,9.83,16.17,10.00,10.04,14.12,17.37,18.58
61,11,25,5.75,7.12,5.04,5.00,9.04,6.25,11.83,6.38,6.79,10.04,12.71,15.96
61,11,26,6.25,10.04,4.42,2.04,8.83,6.29,6.34,6.96,3.71,6.92,10.58,4.25
61,11,27,7.92,4.67,10.58,4.71,4.17,2.29,5.83,1.92,2.25,3.63,5.50,5.88
61,11,28,8.92,10.21,8.25,5.21,10.96,8.63,12.79,9.46,8.83,11.17,18.96,19.46
61,11,29,15.67,15.67,13.00,9.71,15.29,10.79,15.29,11.50,11.25,13.00,19.04,21.29
61,11,30,23.75,18.71,19.92,14.46,19.92,11.04,16.50,8.63,12.58,10.29,12.54,13.62
61,12,1,9.67,7.75,8.00,3.96,6.00,2.75,7.25,2.50,5.58,5.58,7.79,11.17
61,12,2,8.58,5.96,8.83,4.17,8.33,5.79,12.21,3.46,5.66,7.71,8.17,17.29
61,12,3,13.75,10.13,11.79,3.29,7.83,6.79,7.67,6.25,5.46,4.00,8.25,14.37
61,12,4,22.83,17.00,19.79,10.37,13.54,12.75,13.79,15.29,9.83,14.50,21.79,19.21
61,12,5,17.67,14.09,14.92,12.92,13.33,11.83,17.83,11.92,15.12,15.41,19.21,29.33
61,12,6,11.92,9.21,10.92,6.50,7.79,5.50,12.62,3.13,8.29,7.87,10.71,13.67
61,12,7,17.96,15.83,12.17,4.50,13.59,8.04,8.87,8.04,5.09,5.75,12.21,7.58
61,12,8,16.62,12.08,20.54,9.21,12.96,14.54,19.83,10.00,11.92,15.50,16.33,19.41
61,12,9,10.83,10.96,9.71,3.83,9.21,7.12,10.04,6.96,7.08,9.67,11.08,9.08
61,12,10,23.71,21.37,20.17,13.04,18.08,13.17,18.84,15.46,12.46,15.46,20.50,15.41
61,12,11,21.34,16.38,19.00,13.62,20.00,14.83,25.62,14.50,17.25,17.41,22.83,18.34
61,12,12,15.46,14.88,14.67,6.63,15.46,12.96,16.83,13.46,12.38,13.54,18.34,16.13
61,12,13,16.25,11.96,16.04,9.83,14.62,11.34,16.66,11.46,11.79,13.59,16.79,18.16
61,12,14,11.34,17.62,9.71,6.92,14.92,10.63,9.38,9.08,7.75,7.04,14.33,15.09
61,12,15,18.05,15.71,16.66,12.92,16.75,16.42,10.71,12.50,13.59,13.62,20.62,21.12
61,12,16,9.29,8.63,9.04,6.50,9.50,7.04,6.92,5.46,7.12,7.54,7.38,6.50
61,12,17,13.17,9.13,10.92,4.46,8.83,8.67,9.54,6.54,4.71,4.67,5.50,7.17
61,12,18,12.17,11.63,8.08,1.79,8.71,6.63,4.79,3.88,3.79,3.88,5.83,5.91
61,12,19,12.38,10.88,8.96,0.58,7.33,2.83,3.54,5.04,1.71,5.75,6.67,5.66
61,12,20,11.46,9.79,8.63,2.54,7.50,3.37,3.63,3.46,1.25,5.41,5.29,3.92
61,12,21,13.13,10.00,8.83,3.21,9.96,3.96,4.33,3.71,2.75,2.46,6.50,2.62
61,12,22,16.21,11.87,15.00,7.62,14.12,9.75,13.59,10.04,8.25,9.17,12.83,12.38
61,12,23,24.41,16.13,22.13,15.59,20.38,13.59,18.12,14.33,12.54,15.34,17.67,16.62
61,12,24,20.54,13.50,18.25,9.17,15.50,9.46,8.50,8.63,8.33,11.87,14.92,10.04
61,12,25,19.58,10.29,18.34,6.50,11.34,8.12,11.92,11.92,10.37,9.54,13.21,13.62
61,12,26,20.54,16.04,20.91,8.33,11.21,7.08,17.12,12.75,9.04,10.83,13.21,11.34
61,12,27,9.25,5.21,9.04,4.08,5.91,1.83,2.92,1.87,1.83,1.96,3.75,6.63
61,12,28,5.04,3.08,2.13,0.42,3.67,2.42,8.96,4.17,3.33,7.41,9.96,15.21
61,12,29,14.33,13.83,23.21,11.25,9.83,7.25,15.00,8.42,8.25,10.79,10.54,14.62
61,12,30,16.83,10.25,29.33,11.79,9.17,7.41,17.29,5.75,9.38,9.59,9.17,13.79
61,12,31,9.87,7.83,7.67,3.75,5.66,3.50,10.04,3.08,5.04,3.79,8.04,14.67
62,1,1,9.29,3.42,11.54,3.50,2.21,1.96,10.41,2.79,3.54,5.17,4.38,7.92
62,1,2,6.08,3.13,5.09,0.87,0.42,0.33,8.46,0.00,0.54,4.54,1.96,7.71
62,1,3,7.75,4.46,6.04,3.17,3.58,0.42,4.58,0.00,3.08,0.92,0.58,6.34
62,1,4,3.17,4.92,4.38,1.04,3.50,1.79,5.50,3.75,1.63,3.17,12.38,11.71
62,1,5,11.67,13.04,11.38,4.79,11.42,8.96,15.29,10.75,9.13,11.87,17.04,14.67
62,1,6,15.04,12.29,12.21,4.71,9.00,6.13,8.46,6.92,5.46,5.91,12.62,10.92
62,1,7,12.62,11.04,11.34,3.54,11.75,8.04,14.29,8.42,8.63,13.75,18.88,16.71
62,1,8,21.09,16.62,20.08,12.92,17.41,11.71,17.71,13.50,12.17,16.38,26.12,19.50
62,1,9,12.29,12.04,10.63,6.50,11.54,8.96,15.29,8.87,10.29,14.50,18.63,21.75
62,1,10,21.62,20.88,16.46,10.04,15.71,10.96,14.29,12.17,9.00,12.33,16.75,16.79
62,1,11,29.71,25.46,20.67,17.75,23.09,17.00,25.96,16.21,17.50,17.62,21.92,20.04
62,1,12,20.91,20.08,16.79,16.62,22.29,14.83,23.54,15.04,19.79,16.83,21.04,18.66
62,1,13,15.71,14.83,9.92,8.87,13.54,9.67,19.70,10.63,13.21,12.96,19.46,23.33
62,1,14,10.34,9.42,8.00,5.00,8.58,6.25,12.42,6.79,7.17,8.25,11.25,12.50
62,1,15,31.13,22.34,26.25,18.25,20.54,17.25,20.38,16.83,16.96,21.67,25.88,23.13
62,1,16,27.79,26.54,19.83,12.54,20.46,16.25,19.75,16.71,14.29,20.08,29.42,26.50
62,1,17,20.54,14.79,19.46,12.83,18.41,13.88,22.79,12.75,15.63,19.38,18.66,22.79
62,1,18,13.33,9.96,10.63,4.12,8.75,8.00,12.46,7.67,7.41,10.00,13.67,13.25
62,1,19,10.46,9.54,8.46,5.00,10.83,9.42,16.08,10.04,10.54,13.00,19.00,19.92
62,1,20,11.46,10.17,9.75,3.00,9.46,6.75,10.29,8.04,6.67,12.04,13.92,14.42
62,1,21,19.29,18.79,17.41,11.63,15.67,12.12,17.29,15.34,14.09,17.92,26.00,21.92
62,1,22,20.54,21.42,14.33,14.29,22.25,12.92,23.25,16.92,16.88,15.67,26.67,27.00
62,1,23,14.58,15.75,12.50,5.04,10.83,8.38,12.71,6.87,6.96,8.63,12.54,11.83
62,1,24,24.13,19.55,18.66,12.62,16.17,12.96,17.25,15.29,12.96,13.75,19.75,12.46
62,1,25,12.92,13.29,12.96,7.75,13.04,10.92,18.29,9.59,13.04,11.54,16.38,10.58
62,1,26,5.96,4.08,4.92,2.13,4.54,3.08,7.41,1.92,4.04,4.08,4.29,7.08
62,1,27,4.46,7.96,8.12,1.83,5.46,2.71,5.17,3.83,5.33,4.25,5.13,3.25
62,1,28,0.67,4.50,2.96,0.87,1.38,1.21,3.63,1.54,1.71,1.42,8.67,6.79
62,1,29,7.67,7.58,7.96,5.13,5.88,5.83,2.17,6.17,6.38,5.71,16.96,13.62
62,1,30,14.12,12.83,12.87,5.25,10.96,9.38,13.33,15.25,9.87,15.54,24.37,20.17
62,1,31,21.96,17.25,18.75,12.08,16.50,12.25,22.42,17.00,15.87,17.58,23.13,22.25
62,2,1,19.12,13.96,12.21,10.58,15.71,10.63,15.71,11.08,13.17,12.62,17.67,22.71
62,2,2,7.67,10.29,8.83,5.09,10.00,7.17,13.17,6.29,8.58,8.46,11.71,11.96
62,2,3,14.92,11.54,11.67,6.71,13.50,10.04,15.96,11.46,12.42,12.12,18.58,20.71
62,2,4,20.30,16.96,17.83,11.08,19.46,13.25,18.88,11.29,15.34,13.83,17.08,17.21
62,2,5,13.83,12.75,12.71,7.62,12.12,10.13,15.75,11.83,12.17,12.38,19.29,19.95
62,2,6,21.84,18.29,20.25,12.12,18.79,12.29,18.75,18.41,14.21,17.75,28.12,23.16
62,2,7,30.13,25.17,21.17,16.62,22.58,16.29,25.00,20.00,20.71,20.67,27.04,25.29
62,2,8,10.92,7.25,11.42,5.79,7.75,5.58,8.21,5.58,6.83,7.54,10.13,11.21
62,2,9,9.21,7.38,7.96,4.04,10.50,6.46,12.08,7.71,8.17,8.54,14.29,14.46
62,2,10,14.42,11.21,10.08,7.12,13.08,8.21,14.96,10.17,11.54,12.38,16.62,20.88
62,2,11,18.38,14.42,15.59,12.79,21.00,14.67,24.41,17.33,19.04,18.38,28.04,29.08
62,2,12,29.17,22.63,21.34,22.88,30.00,20.58,29.54,21.92,25.29,22.37,25.84,28.91
62,2,13,26.30,23.38,17.29,12.62,17.21,10.08,15.79,11.87,10.29,12.92,19.50,21.71
62,2,14,12.96,7.50,12.96,6.96,8.50,5.54,11.71,3.33,7.46,7.62,10.25,13.62
62,2,15,13.21,10.67,12.08,10.37,18.00,13.67,23.45,17.83,16.50,16.42,21.92,25.75
62,2,16,26.04,16.83,15.46,18.16,23.42,19.29,28.84,20.75,24.79,25.00,25.33,33.50
62,2,17,12.87,4.75,9.00,5.13,10.04,6.42,14.12,8.21,8.96,8.67,10.41,14.25
62,2,18,5.79,5.83,6.46,3.50,6.63,5.63,8.29,5.63,5.79,7.96,13.08,12.29
62,2,19,10.54,9.50,8.79,3.21,7.96,4.17,7.92,5.58,4.83,6.17,14.17,8.71
62,2,20,5.66,6.67,4.29,1.46,7.21,3.29,1.46,2.04,1.63,2.08,6.25,3.04
62,2,21,7.41,5.91,9.96,3.50,3.08,4.00,7.04,3.71,5.29,6.17,7.46,8.00
62,2,22,15.75,6.58,17.50,6.29,9.62,7.96,15.29,8.25,10.92,9.21,10.13,10.34
62,2,23,17.50,7.62,19.58,6.96,12.12,8.67,20.21,10.25,13.83,9.54,15.29,10.75
62,2,24,13.92,8.58,21.37,8.79,11.75,9.29,18.12,10.13,11.00,9.33,11.46,12.50
62,2,25,16.00,13.37,25.92,12.33,15.34,11.42,22.63,13.13,12.46,12.42,15.75,25.08
62,2,26,17.88,15.50,27.16,12.38,14.88,10.58,25.62,16.13,13.96,15.37,19.79,27.88
62,2,27,18.91,13.33,26.92,13.00,15.63,11.00,26.87,17.04,14.33,14.29,21.59,27.25
62,2,28,13.00,9.29,19.21,6.50,11.12,6.04,13.88,9.04,7.08,9.33,10.96,15.75
62,3,1,8.21,4.83,9.00,4.83,6.00,2.21,7.96,1.87,4.08,3.92,4.08,5.41
62,3,2,8.08,7.29,6.54,3.08,8.71,4.63,9.59,6.17,4.29,5.63,11.42,14.96
62,3,3,11.50,6.00,12.50,4.63,7.67,4.21,6.71,8.12,6.13,5.91,7.58,12.96
62,3,4,10.29,5.33,13.50,6.13,6.46,2.71,5.33,3.79,4.46,4.04,2.71,7.08
62,3,5,6.63,3.96,5.88,2.04,3.29,3.08,5.79,1.63,1.67,2.79,2.67,2.46
62,3,6,15.09,14.37,7.92,5.04,12.62,6.92,8.00,8.42,3.92,5.13,10.75,5.29
62,3,7,35.80,31.63,30.37,20.79,32.42,24.25,29.58,23.29,19.08,20.75,21.37,18.16
62,3,8,13.29,11.67,21.29,9.38,14.75,13.08,18.00,12.75,8.75,10.92,13.46,14.71
62,3,9,8.54,7.17,11.08,3.83,7.96,4.96,9.00,6.58,4.08,4.42,5.83,6.63
62,3,10,15.50,7.17,5.33,4.38,11.00,2.17,3.83,2.04,3.04,6.13,2.21,10.96
62,3,11,5.46,2.88,6.54,3.58,6.00,5.71,10.92,9.67,9.83,7.75,7.87,11.21
62,3,12,6.54,4.42,14.62,4.75,8.00,5.29,7.71,6.58,6.38,6.17,8.67,9.29
62,3,13,6.71,4.21,7.41,5.04,6.00,2.88,6.83,5.46,4.67,5.29,4.29,9.62
62,3,14,5.50,9.92,3.88,2.08,8.71,2.17,4.00,3.50,1.71,2.04,6.67,4.67
62,3,15,15.79,10.83,21.37,10.13,15.75,14.67,16.54,12.87,12.38,15.34,17.92,21.09
62,3,16,7.00,4.46,18.38,6.38,10.00,7.41,12.58,5.83,8.42,12.46,8.71,18.16
62,3,17,12.71,10.67,11.67,5.75,11.71,8.21,7.71,7.75,6.58,7.67,7.79,11.50
62,3,18,14.71,11.08,11.83,4.50,11.00,5.33,5.79,7.67,6.04,5.96,7.83,6.75
62,3,19,10.92,7.87,13.70,5.41,8.29,5.54,9.04,6.54,5.66,6.04,9.21,5.21
62,3,20,9.21,7.38,14.12,2.29,5.91,1.92,7.67,5.96,5.66,6.34,10.83,12.42
62,3,21,10.13,5.66,16.08,4.92,5.83,3.71,6.71,3.00,3.83,5.63,3.63,6.67
62,3,22,4.33,2.25,5.66,2.88,5.29,2.46,5.96,4.04,3.83,5.75,5.50,10.46
62,3,23,9.42,6.50,16.42,7.04,7.83,5.88,9.42,5.41,6.25,6.00,9.92,9.79
62,3,24,6.83,3.21,8.25,3.71,5.96,1.00,3.50,3.63,1.46,3.13,6.17,8.96
62,3,25,17.67,14.62,14.88,10.58,17.92,13.37,19.41,17.83,16.25,18.46,22.46,21.29
62,3,26,12.92,8.21,8.92,11.12,12.50,9.67,14.88,9.54,13.50,11.79,11.92,13.17
62,3,27,6.92,3.83,5.91,5.88,6.58,4.96,9.92,5.75,6.29,10.54,9.04,13.13
